56,-14632,-4664,-4352,-2,-4,-15
57,-14504,-4576,-4864,17,-14,1
58,-14864,-4480,-4784,3,6,-9
59,-14536,-4528,-4824,11,-2,4
60,-14680,-4384,-4760,5,-5,-2
61,-14448,-5104,-4432,14,-7,-28
62,-15056,-3480,-4944,-18,-18,-42
63,-15032,-4584,-4784,16,33,87
64,-14328,-5704,-4192,43,58,64
65,-14920,-3792,-4840,-29,-1,-72
66,-14896,-4576,-5064,-5,-19,-52
67,-14656,-4696,-4816,15,9,-20
68,-14616,-4608,-5024,9,4,-15
69,-14920,-4496,-4968,-10,7,3
70,-14528,-4432,-5096,1,9,-2
71,-14944,-4480,-4792,-14,15,1
72,-14632,-4408,-5024,-2,-4,3
73,-14752,-4392,-4536,-13,1,-7
74,-14984,-5264,-4816,4,-23,12
75,-15016,-4400,-5200,7,-37,-70
76,-14808,-2904,-5128,-39,-5,2
77,-15120,-6120,-4640,39,57,152
78,-14416,-4688,-4488,9,63,17
79,-14808,-3944,-4816,-48,-7,-92
80,-14640,-4128,-5216,-20,5,-58
81,-14928,-4896,-4616,6,30,-11
82,-14848,-4496,-5088,-23,4,1
83,-14544,-4608,-4904,-4,-7,1
84,-14936,-4328,-4816,-15,7,2
85,-14680,-4288,-5064,-6,-12,6
86,-14896,-4880,-5064,-6,2,-6
87,-14368,-4304,-5320,17,-5,-41
88,-14984,-3184,-5280,-31,-17,19
89,-15000,-5728,-5008,50,41,115
90,-14400,-4168,-4528,20,42,4
91,-14760,-4296,-5192,-26,-27,-71
92,-14904,-4072,-4736,16,-20,-49
93,-14432,-4776,-4816,14,-1,-17
94,-14976,-3888,-4696,1,-20,-9
95,-14712,-4656,-4872,17,10,-1
96,-14696,-4472,-4968,3,8,-8
97,-14640,-5240,-4520,15,18,-22
98,-14792,-3128,-5024,-16,-13,-58
99,-14984,-4232,-4824,-6,31,63
100,-14000,-5728,-4560,51,51,95
101,-14512,-4248,-4680,-15,21,-67
102,-14728,-3744,-5152,-22,-34,-90
103,-14704,-5032,-4896,16,16,-21
104,-14544,-4816,-5152,-3,7,3
105,-14800,-4480,-4960,-11,-9,-1
106,-14736,-4352,-4928,-22,4,-13
107,-14672,-4400,-5040,-19,7,-18
108,-14496,-5048,-4856,3,-3,-14
109,-14632,-3944,-5416,2,-25,-55
110,-14824,-3512,-5048,-27,-11,21
111,-14848,-5568,-4704,39,23,91
112,-14720,-4328,-4512,3,6,-11
113,-14864,-4416,-4872,-22,-22,-69
114,-14800,-3992,-4952,-1,-2,-62
115,-14648,-5504,-4848,13,22,-36
116,-14464,-4216,-4824,-36,21,-72
117,-14688,-4480,-4752,-33,15,-31
118,-14608,-4296,-4848,-20,6,17
119,-14432,-5336,-4944,1,-5,9
120,-14824,-3336,-5192,-32,-26,-38
121,-14816,-4104,-4984,-23,0,61
122,-14280,-5264,-5008,29,26,101
123,-14720,-4760,-4624,3,29,-22
124,-14808,-3880,-5464,-10,-19,-74
125,-14176,-4632,-4872,25,-1,-29
126,-14880,-4704,-4752,6,0,16
127,-14632,-4664,-5064,16,-27,23
128,-14648,-4248,-5000,7,-8,-2
129,-14736,-4912,-4768,9,-3,-10
130,-14448,-4400,-5280,26,2,-57
131,-15000,-3224,-4936,-26,0,18
132,-15048,-5520,-4776,40,53,107
133,-14544,-4568,-4568,37,50,8
134,-14528,-4304,-5000,-14,-1,-74
135,-14944,-4088,-4656,23,-20,-45
136,-14904,-5048,-5248,38,11,-5
137,-14608,-4840,-4360,0,22,7
138,-14744,-4328,-5072,3,-14,-9
139,-14720,-4608,-4504,-14,7,-7
140,-14616,-4952,-5064,13,-2,-33
141,-15080,-3264,-5152,-39,-17,-12
142,-15240,-5144,-5192,33,8,100
143,-14464,-4768,-4576,27,36,32
144,-14752,-4360,-5352,-13,-26,-63
145,-14616,-3976,-4672,15,-11,-65
146,-14640,-5176,-4960,37,8,-14
147,-14592,-4336,-4912,11,4,-6
148,-14760,-4424,-4784,7,-4,-2
149,-14768,-5208,-4784,7,14,-4
150,-14640,-4288,-5176,15,-5,-72
151,-14848,-3216,-5064,-51,0,2
152,-15144,-5360,-5200,36,49,136
153,-14368,-4928,-4472,38,37,44
154,-14928,-4040,-5208,-30,-13,-96
155,-14720,-3904,-5112,-4,-35,-64
156,-14416,-5016,-4400,36,8,4
157,-14792,-4080,-5120,1,-28,4
158,-14712,-4568,-4816,0,-9,5
159,-14616,-5264,-4616,13,-3,-10
160,-14840,-3832,-5152,-5,-15,-69
161,-14776,-3472,-4904,-30,17,37
162,-15056,-6000,-5256,46,55,103
163,-14648,-4048,-4584,14,55,-29
164,-14896,-4344,-5384,-25,-22,-68
165,-14248,-4144,-4808,28,4,-38
166,-14552,-5208,-4896,26,21,-1
167,-14248,-4288,-4696,1,-7,-9
168,-14760,-4232,-5032,-11,-21,-5
169,-14824,-4720,-5176,-5,0,9
170,-14808,-4392,-4896,-12,-8,1
171,-14536,-3856,-5016,-5,15,3
172,-15040,-4696,-5216,13,19,32
173,-14608,-4752,-4688,20,20,-17
174,-14384,-4040,-5328,-13,-10,-70
175,-14904,-4704,-4568,-19,-23,5
176,-14400,-4760,-4848,17,-3,33
177,-15112,-4392,-5032,-3,-22,-5
178,-15064,-4640,-4712,1,17,-8
179,-14616,-4544,-5560,13,-4,-10
180,-14776,-4320,-4224,2,34,-14
181,-14912,-4520,-5608,23,38,-6
182,-14328,-4400,-4960,11,5,-5
183,-14944,-4504,-4536,18,38,-4
184,-14496,-4536,-5296,13,7,-4
185,-14832,-4488,-4840,13,19,-13
186,-14752,-4672,-5008,8,13,-8
187,-14680,-4528,-4776,6,11,-7
188,-14728,-4480,-5176,-3,7,-14
189,-14664,-4640,-4968,-2,9,-13
190,-14704,-4512,-5192,-6,-2,-13
191,-14632,-4592,-5104,-6,4,-13
192,-14704,-4432,-4912,-8,2,-17
193,-14776,-4376,-5128,-11,-12,-11
194,-14536,-4432,-5176,0,-9,0
195,-14728,-4656,-5336,1,2,11
196,-14680,-4576,-5112,0,-11,0
197,-14808,-4456,-4600,-6,3,-5
198,-14696,-4600,-4864,-2,-1,4
199,-14888,-4480,-5344,1,-4,1
200,-14584,-4400,-4872,1,-6,-4
201,-14728,-4552,-4960,3,2,-2
202,-14480,-4408,-5224,9,0,-3
203,-14904,-4448,-4824,5,2,-8
204,-14752,-4432,-5016,11,-2,-6
205,-14792,-4568,-4688,11,-6,-11
206,-14704,-4448,-5152,14,-2,-8
207,-14776,-4456,-5016,14,4,-4
208,-14544,-4360,-5304,16,9,-6
209,-14800,-4712,-4760,9,23,-4
210,-14552,-4560,-5104,4,5,-9
211,-14808,-4368,-5016,1,7,-16
212,-14688,-4504,-5120,1,3,-3
213,-14768,-4536,-5080,3,-4,2
214,-14816,-4392,-5256,1,-8,-4
215,-14744,-4384,-5104,0,5,-2
216,-14760,-4480,-5008,-2,10,-1
217,-14768,-4432,-4936,-1,12,-7
218,-14768,-4432,-4936,3,6,-6
219,-14632,-4464,-5096,6,4,-3
220,-14824,-4480,-5216,6,6,-7
221,-14816,-4480,-5160,5,10,-9
222,-14664,-4560,-5240,4,17,-7
223,-14464,-4520,-4832,12,19,3
224,-14696,-4424,-4944,5,-1,-12
225,-14720,-4424,-5080,3,-12,-9
226,-14744,-4432,-5040,2,-13,-4
227,-14664,-4512,-5128,12,-13,1
228,-14664,-4408,-4968,6,2,-10
229,-14856,-4464,-5064,6,11,-4
230,-14704,-4712,-5152,6,25,-2
231,-14648,-4360,-5224,6,19,-15
232,-14576,-4368,-4832,3,11,-13
233,-14696,-4512,-5016,12,4,-1
234,-14608,-4448,-4824,12,0,-3
235,-14616,-4528,-5112,7,-6,-12
236,-14672,-4416,-5080,2,9,-9
237,-14696,-4448,-5224,7,10,1
238,-14648,-4456,-4744,1,1,-12
239,-14736,-4448,-4904,-3,2,-8
240,-14744,-4552,-5040,0,-1,-1
241,-14704,-4472,-4896,1,-1,-6
242,-14656,-4656,-4872,1,-1,-6
243,-14688,-4496,-4928,4,6,-2
244,-14712,-4512,-5008,6,-1,-4
245,-14792,-4376,-4952,5,-2,-9
246,-14872,-4488,-5128,4,0,-6
247,-14576,-4224,-5160,7,6,-10
248,-14824,-4544,-5184,9,8,-7
249,-14504,-4400,-5016,14,6,-6
250,-14848,-4360,-4664,9,26,-7
251,-14584,-4552,-5040,13,10,-5
252,-14608,-4224,-4872,3,0,-20
253,-14776,-4416,-4992,6,-6,-7
254,-14760,-4528,-4912,6,-7,-2
255,-14752,-4448,-4944,3,-4,-7
256,-14552,-4432,-4760,0,5,-8
257,-14776,-4464,-4840,2,12,-1
258,-14728,-4448,-4880,2,8,-5
259,-14632,-4312,-4864,2,-2,-7
260,-14864,-4456,-4664,6,-12,-1
261,-14640,-4600,-4912,13,-19,4
262,-14648,-4488,-5176,13,-26,3
263,-14656,-4544,-4896,21,-21,3
264,-14600,-4480,-4896,15,6,-7
265,-14384,-4760,-5016,4,12,-8
266,-15400,-5176,-5968,-33,58,-47
267,-14416,-3720,-5720,22,86,-109
268,-14592,-3704,-2848,-10,220,-74
269,-14208,-4976,-4784,18,25,50
270,-14984,-4984,-5712,8,-183,55
271,-14352,-4488,-4600,-26,-87,16
272,-14912,-4368,-5504,-36,-83,-15
273,-14568,-4384,-5128,-33,-45,11
274,-14432,-4168,-5128,14,26,-36
275,-14880,-3944,-4200,-7,56,-2
276,-15016,-5536,-5624,13,-32,19
277,-14304,-4144,-4480,-19,57,-23
278,-14896,-4336,-5256,-9,-7,12
279,-14584,-4288,-4616,5,16,34
280,-14840,-4368,-5200,5,-3,17
281,-14856,-4192,-4960,5,-12,-4
282,-14448,-4216,-4984,17,11,-14
283,-15320,-4656,-5552,8,-30,-11
284,-14104,-4632,-3432,9,111,-8
285,-15208,-4128,-5920,25,-15,-1
286,-14512,-4912,-4880,18,-9,-40
287,-14736,-3504,-4728,-10,50,-49
288,-14832,-4152,-5032,-15,46,75
289,-14400,-5608,-4968,40,49,108
290,-14520,-4392,-4760,12,2,-44
291,-14824,-3888,-5408,-18,-76,-99
292,-14632,-4408,-5040,3,-49,-34
293,-14568,-4696,-4920,13,-36,9
294,-14792,-4368,-5064,-1,-42,11
295,-14672,-4280,-4864,-3,-14,-13
296,-14528,-5344,-4912,-1,-13,-34
297,-14816,-3304,-5000,-32,-20,-50
298,-15000,-3960,-5200,-35,-3,77
299,-14360,-6008,-4584,48,40,132
300,-14664,-4368,-4792,2,38,-48
301,-14704,-3816,-5472,-6,-19,-95
302,-14864,-4136,-4760,15,33,-33
303,-14704,-4976,-5208,10,-2,32
304,-14480,-4432,-4688,13,-4,-10
305,-14760,-4224,-5168,-11,-20,-17
306,-14904,-4664,-4896,11,-9,1
307,-14432,-4448,-4752,15,3,-30
308,-14984,-3248,-5160,-27,-9,7
309,-14952,-5400,-5000,26,27,94
310,-14520,-4336,-4704,36,49,-13
311,-14984,-3992,-5016,-19,-15,-75
312,-14592,-4352,-4968,24,11,-56
313,-14944,-4224,-5200,31,17,-11
314,-14896,-4680,-4912,8,1,24
315,-14456,-4408,-4504,10,28,-7
316,-14488,-4680,-5072,4,-20,-44
317,-14888,-3560,-4664,-23,-33,-54
318,-14888,-4112,-5064,-28,7,54
319,-14936,-5584,-4984,33,20,142
320,-14848,-4160,-4832,16,26,0
321,-14888,-4048,-5264,-16,-23,-82
322,-14976,-4344,-4856,16,5,-52
323,-14888,-4240,-4784,26,5,-7
324,-15016,-4504,-4904,-2,-17,10
325,-14816,-4360,-4696,4,-13,-9
326,-14760,-4360,-4960,-6,-14,-8
327,-14736,-4320,-4648,1,-1,7
328,-14384,-5152,-4696,19,10,-17
329,-14744,-3392,-5048,-6,-8,-37
330,-15032,-3992,-4944,-5,11,75
331,-14760,-5728,-4912,51,39,77
332,-14904,-3728,-4872,-14,9,-70
333,-14760,-4320,-5288,-6,-19,-76
334,-14272,-4288,-4728,23,27,-49
335,-14688,-4296,-5160,24,7,-20
336,-15064,-4312,-5032,-4,8,13
337,-14848,-4568,-5160,7,8,4
338,-14744,-4496,-4736,-13,10,-8
339,-14496,-5216,-4992,6,-3,-34
340,-14768,-3256,-4680,-41,-16,-30
341,-15048,-4176,-5192,-21,16,88
342,-14528,-5528,-4680,33,27,115
343,-14776,-3800,-4472,7,9,-33
344,-14816,-4000,-5440,-3,-23,-76
345,-14440,-4376,-4768,20,-22,-42
346,-14976,-4520,-5200,30,-17,-8
347,-14824,-4344,-4872,4,-34,14
348,-14808,-4544,-4704,17,-12,-6
349,-14808,-4480,-4784,3,-1,-15
350,-14704,-4448,-4784,-3,23,-14
351,-14640,-4360,-4960,0,25,-16
352,-14752,-4696,-4640,3,31,-18
353,-14448,-4168,-4896,6,12,-39
354,-15256,-3840,-4832,-24,-2,19
355,-15032,-4752,-4968,23,17,78
356,-14456,-4536,-4848,27,36,8
357,-15088,-4448,-4864,-14,6,-57
358,-14704,-4312,-4920,22,-4,-53
359,-14568,-4584,-4616,14,13,-21
360,-14808,-4304,-4968,-4,-26,-1
361,-14696,-4424,-5024,13,-16,0
362,-15224,-4496,-4680,-15,-11,-7
363,-14776,-4768,-5344,4,-13,-7
364,-14384,-4248,-4504,-4,12,-8
365,-15080,-4544,-5096,16,16,-10
366,-14240,-4792,-4744,41,22,-51
367,-14920,-3360,-4808,-23,13,-35
368,-15168,-4216,-5120,4,16,100
369,-14272,-5456,-4456,49,64,108
370,-14960,-4184,-4816,10,35,-47
371,-14992,-4056,-5176,-2,-19,-88
372,-14616,-4824,-4752,20,-22,-41
373,-14360,-4576,-4592,0,-16,6
374,-14800,-4488,-4784,-4,-45,21
375,-14864,-4328,-4928,-25,-8,-23
376,-14680,-4408,-5256,-26,7,-19
377,-14568,-4160,-4840,-21,25,-1
378,-14640,-5368,-4896,5,8,3
379,-14512,-3464,-5000,-9,-6,-42
380,-15248,-3832,-5472,-23,-22,66
381,-14672,-5496,-4624,49,49,96
382,-14904,-3976,-4664,8,35,-26
383,-15016,-4424,-5184,0,-7,-55
384,-14704,-4400,-4480,27,21,-37
385,-14760,-4544,-4960,21,-10,-20
386,-14816,-4344,-4856,-3,-24,-1
387,-14808,-4848,-4960,7,-23,6
388,-14792,-4544,-4704,-1,-25,-6
389,-14376,-4760,-5016,17,-24,-58
390,-14912,-3392,-4848,-33,-23,-50
391,-15088,-3848,-5152,-12,18,81
392,-14888,-5776,-4472,43,53,139
393,-14488,-4184,-4664,1,45,-35
394,-14872,-3952,-5272,-18,-10,-96
395,-14648,-4088,-4928,8,11,-52
396,-14752,-4328,-4968,32,8,-1
397,-15128,-4720,-4808,-3,16,24
398,-14704,-4344,-5024,6,-14,-9
399,-14832,-4280,-4904,-17,2,-17
400,-14536,-4464,-4744,-3,2,8
401,-14896,-5512,-5064,6,-1,-1
402,-14600,-3512,-5072,8,-19,-71
403,-15216,-3480,-4920,-41,-24,40
404,-14968,-5496,-4712,40,17,118
405,-14672,-4256,-4872,27,25,1
406,-14808,-4088,-5088,-10,-24,-72
407,-14776,-4280,-4872,20,-5,-58
408,-14744,-4808,-4624,28,17,-24
409,-14576,-4776,-4928,0,15,-8
410,-14680,-4376,-4936,0,9,-11
411,-14856,-4504,-4752,-11,31,-13
412,-14712,-4408,-4752,-5,5,0
413,-14896,-4760,-4760,3,10,-4
414,-14248,-5008,-4920,18,-16,-62
415,-15032,-2920,-5152,-45,-34,-26
416,-15216,-4384,-5008,7,11,122
417,-14240,-5464,-4472,50,54,101
418,-14672,-3784,-4896,-13,6,-78
419,-15000,-4216,-4920,8,-22,-84
420,-14544,-4848,-4776,46,14,-25
421,-14432,-4640,-5120,16,3,-2
422,-14872,-4424,-4656,17,-19,3
423,-14736,-4400,-4744,10,-10,-14
424,-14880,-4488,-4776,4,2,1
425,-14696,-4600,-4984,5,6,4
426,-14888,-4336,-4656,-12,1,-15
427,-14440,-4280,-4952,-13,10,-7
428,-14856,-5288,-4864,-1,10,-11
429,-14568,-3272,-4768,-10,2,-71
430,-15160,-3768,-5392,-30,-8,65
431,-14720,-5928,-4272,54,49,111
432,-14616,-3960,-4992,10,29,-27
433,-14872,-4152,-5360,-13,-23,-70
434,-14608,-4224,-4672,20,9,-47
435,-14744,-4992,-5256,33,4,-11
436,-15088,-4368,-4424,-1,-14,-4
437,-14720,-4760,-5032,16,-17,9
438,-14880,-4208,-4360,-5,5,-5
439,-14600,-4448,-4904,-5,-14,0
440,-14264,-4944,-4920,12,-4,-59
441,-14792,-3088,-4704,-46,-22,-45
442,-15056,-4472,-5304,-15,17,95
443,-14616,-5664,-4672,40,50,114
444,-14864,-3728,-4560,-14,31,-55
445,-14840,-4144,-4984,-13,-14,-68
446,-14544,-4496,-4784,24,13,-25
447,-14848,-4720,-4904,27,4,-9
448,-14872,-4592,-5048,-9,-3,-6
449,-14816,-4464,-4816,6,1,-4
450,-14824,-4312,-4992,-3,8,-4
451,-14600,-4368,-5048,-2,10,-2
452,-14928,-4416,-4872,-4,18,0
453,-14584,-4304,-4704,1,-1,1
454,-14656,-4056,-4712,-4,-5,-10
455,-15080,-4576,-4552,0,-21,5
456,-14120,-4544,-4960,23,-20,-43
457,-15392,-3096,-5224,-54,-53,-3
458,-15160,-4968,-5016,22,0,100
459,-14504,-4968,-4360,34,42,29
460,-14864,-3832,-5104,-23,-14,-54
461,-14792,-4536,-4664,17,3,-43
462,-15064,-4224,-5128,1,24,-32
463,-14512,-4000,-4848,12,18,-33
464,-15048,-4368,-4712,-16,14,-3
465,-14344,-4472,-4792,15,17,4
466,-14936,-4392,-4856,3,24,-2
467,-14496,-4432,-4880,9,5,0
468,-14800,-4288,-4808,4,6,-14
469,-14408,-5008,-4960,24,-3,-45
470,-14808,-3264,-4992,-17,-32,-65
471,-15040,-3736,-4920,-21,-1,86
472,-14904,-6096,-4624,60,42,155
473,-14584,-3984,-4920,16,42,-34
474,-14936,-3760,-4928,-21,-34,-94
475,-14768,-4048,-4608,18,-6,-39
476,-15032,-4936,-4856,34,-8,4
477,-15000,-4216,-5024,-13,-19,-3
478,-14768,-4632,-4752,8,-12,5
479,-15000,-4232,-4880,-5,2,-6
480,-14952,-4304,-4368,-8,25,-8
481,-14736,-4360,-5064,-4,20,-6
482,-14704,-4080,-4832,-5,17,-16
483,-15048,-4504,-4736,3,8,0
484,-14200,-4656,-4952,27,3,-50
485,-15184,-3216,-5368,-45,-25,-14
486,-15144,-5024,-4896,27,14,115
487,-14360,-4888,-4280,41,60,48
488,-14992,-3544,-5432,-22,-14,-75
489,-14712,-4584,-4824,17,-1,-49
490,-14624,-4400,-5008,33,9,-24
491,-14592,-4104,-4616,11,-7,-15
492,-14976,-4336,-4968,6,-19,10
493,-14760,-4296,-4848,6,-11,-11
494,-15080,-4352,-4736,0,3,7
495,-14592,-4920,-4792,13,-5,-17
496,-14984,-3944,-4736,-10,-23,-94
497,-15040,-3208,-5224,-53,-8,21
498,-14888,-5448,-4616,51,37,137
499,-14608,-4280,-4712,10,48,17
500,-14648,-4040,-4936,-23,-10,-70
501,-14664,-4024,-4752,15,8,-47
502,-14800,-4904,-5032,15,6,3
503,-14528,-4112,-4840,7,5,-8
504,-14936,-4448,-5032,-5,-3,9
505,-14656,-4104,-4944,-2,1,-7
506,-14824,-4280,-4600,1,1,-2
507,-14760,-4368,-4840,10,11,7
508,-14904,-4232,-5024,7,-18,-4
509,-14840,-4304,-4472,8,-9,-5
510,-14384,-5024,-4712,30,-9,-41
511,-15000,-3104,-4952,-31,-28,-43
512,-15152,-4584,-5024,17,16,98
513,-14256,-5520,-4640,41,67,59
514,-15016,-3672,-4760,-20,21,-65
515,-14904,-4488,-5000,4,-11,-43
516,-14680,-4232,-4912,26,13,-28
517,-14712,-4552,-4744,15,-3,-14
518,-14952,-4168,-4872,-12,-6,-5
519,-14744,-4528,-4984,6,5,3
520,-14832,-4136,-4552,-13,28,-4
521,-14680,-5048,-5168,2,-3,-6
522,-14752,-4408,-5256,9,-17,-87
523,-15320,-2672,-4880,-58,-23,4
524,-15024,-5296,-5224,35,5,154
525,-14408,-4792,-4608,39,34,52
526,-14776,-3472,-5072,-29,-17,-82
527,-14824,-4208,-4640,19,-2,-47
528,-14904,-4928,-4712,31,15,-14
529,-14672,-3936,-4832,13,4,-31
530,-15032,-4472,-5120,-4,-1,-4
531,-14856,-4320,-4656,-1,10,-16
532,-14552,-4400,-4816,1,7,-5
533,-14912,-4312,-4688,5,23,4
534,-14792,-4008,-4808,0,-2,3
535,-14544,-5512,-4680,19,8,-20
536,-14728,-3192,-5240,-14,-9,-58
537,-15104,-4088,-5280,-3,-8,77
538,-14584,-5520,-4488,51,44,79
539,-14896,-3792,-4960,-5,21,-54
540,-15072,-4240,-5176,5,-6,-56
541,-14472,-4184,-4576,31,14,-36
542,-14712,-4520,-4600,17,-6,-15
543,-14624,-4376,-4896,-7,-10,2
544,-14744,-4304,-4936,0,-4,1
545,-14736,-4384,-5128,-7,-9,-2
546,-14616,-4904,-4488,6,8,-12
547,-14760,-3696,-5136,-10,-29,-57
548,-15304,-3456,-4944,-44,-9,32
549,-15024,-5720,-4760,38,38,122
550,-14792,-3952,-4616,7,43,-29
551,-15032,-4000,-5000,-15,-4,-92
552,-14464,-4112,-4968,25,20,-51
553,-14520,-4360,-4648,34,12,-11
554,-14992,-4448,-5016,8,-14,9
555,-14752,-4368,-4960,16,-6,-5
556,-14840,-4408,-4920,0,6,-9
557,-14656,-4400,-4952,0,13,-3
558,-14720,-4640,-5136,3,7,-4
559,-15040,-3480,-4816,-36,9,-38
560,-13912,-5064,-5288,59,16,4
561,-15568,-3552,-4264,-10,-44,-17
562,-14408,-4896,-4928,9,-23,40
563,-14728,-4480,-4848,3,8,-13
564,-14728,-4064,-5040,-13,-16,-3
565,-14664,-4864,-4776,38,15,-17
566,-15080,-3536,-5280,-21,-1,-15
567,-14992,-4328,-4784,21,31,77
568,-14408,-5376,-4696,44,45,61
569,-14712,-3968,-4448,-4,22,-71
570,-14832,-4088,-5080,8,-15,-75
571,-14448,-4232,-4920,27,12,-37
572,-14776,-4304,-4480,32,21,-8
573,-15064,-4344,-5000,9,2,13
574,-14752,-4344,-4528,6,12,-9
575,-14920,-4752,-5072,-4,-1,-6
576,-14504,-5048,-5408,17,-13,-63
577,-14896,-2824,-4904,-56,-19,-33
578,-15200,-4816,-4792,18,22,128
579,-14264,-5280,-4560,30,46,92
580,-14608,-3776,-4880,-12,-11,-69
581,-14960,-4008,-4920,-6,-28,-75
582,-14792,-4872,-4832,30,-6,-15
583,-14360,-4568,-4752,17,-1,-9
584,-14928,-4520,-4784,8,-18,-2
585,-14736,-4320,-5048,7,6,-8
586,-14856,-4520,-4648,4,24,-3
587,-14640,-4344,-4840,-2,8,-5
588,-14960,-5208,-4696,7,9,-17
589,-14568,-3592,-5152,9,-3,-75
590,-15040,-3384,-5448,-32,-11,36
591,-15000,-5600,-4808,53,40,118
592,-14496,-4192,-5024,14,40,-2
593,-14608,-4080,-5000,-19,-14,-70
594,-14840,-4416,-4592,24,6,-41
595,-14752,-4704,-4816,22,2,-11
596,-14704,-4296,-4920,3,-14,-4
597,-15024,-4536,-4776,5,-9,5
598,-14896,-4304,-4856,-4,-9,-1
599,-14976,-4680,-4752,-5,0,-6
600,-14576,-5328,-5256,13,-6,-54
601,-14976,-3056,-5192,-50,-16,-35
602,-15024,-4696,-4968,17,33,120
603,-14312,-5264,-4592,34,52,87
604,-14896,-3856,-4840,-15,10,-74
605,-14920,-4016,-4880,-3,1,-77
606,-14736,-4672,-4944,29,17,-20
607,-14752,-3912,-4864,32,10,-12
608,-15088,-4528,-5192,-1,-8,7
609,-14640,-4112,-4872,7,1,-14
610,-14880,-4464,-5104,-2,10,-1
611,-14736,-4336,-4768,-4,14,-2
612,-14416,-4088,-5352,4,3,-5
613,-14824,-4280,-4640,0,5,10
614,-14312,-5312,-4704,27,-24,-18
615,-14752,-3264,-4920,-25,-27,-53
616,-14920,-4360,-5088,13,-11,78
617,-14616,-5480,-4640,47,42,78
618,-14840,-3888,-4744,-1,10,-49
619,-15152,-4160,-5248,0,-7,-71
620,-14904,-4512,-4984,24,24,-36
621,-14544,-4664,-4808,12,12,-29
622,-14600,-4328,-5136,-8,-2,1
623,-14768,-4456,-4624,17,4,9
624,-14848,-4504,-4992,-4,0,-2
625,-14608,-4408,-4816,-3,11,-4
626,-14344,-5504,-4296,22,28,-33
627,-14968,-3176,-5288,-18,-31,-67
628,-15392,-3816,-5120,-10,11,74
629,-14176,-6104,-4696,47,39,120
630,-14664,-4048,-4736,-2,16,-67
631,-14976,-3976,-5352,-7,-31,-83
632,-14504,-4696,-4872,25,20,-16
633,-14952,-4512,-5064,33,5,1
634,-14968,-4600,-4696,-6,-7,1
635,-14656,-4264,-4784,4,-13,-8
636,-14752,-4392,-5040,-3,-9,-8
637,-14616,-4600,-4952,4,2,-1
638,-14752,-4288,-5176,5,4,-2
639,-14704,-4152,-5000,2,11,-1
640,-14992,-5568,-4920,5,11,-1
641,-14536,-3624,-5472,4,4,-77
642,-15120,-3384,-5208,-34,5,24
643,-14872,-5664,-5000,41,46,111
644,-14648,-4192,-4624,20,29,2
645,-14920,-4112,-5416,-19,-22,-73
646,-14816,-4184,-4640,7,5,-48
647,-14896,-4584,-4832,27,13,0
648,-15168,-4240,-5200,-9,3,0
649,-14840,-4408,-5152,-1,-2,-13
650,-14928,-4448,-5216,-8,6,1
651,-14760,-4304,-4680,-10,5,8
